Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,vibe_text
5731,3aLcJuAarDz0kzxcdSbAYc,Otaku,Anime Lofi Vol. 1,Again (Full Metal),55,113803,False,0.74,0.222,4,-18.576,0,0.0586,0.468,0.918,0.0782,0.148,139.991,4,anime,anime anime again (full metal) by otaku
5732,7Cq0VTjppyY1y5S8Ry8E1U,Kato,Naruto Vibes,The Raising Fighting Spirit,42,108546,False,0.573,0.469,4,-7.817,0,0.0246,0.398,0.903,0.268,0.0995,109.983,4,anime,anime anime the raising fighting spirit by kato
5733,4oQ0u90vIpHYPnc85OeS1v,Macaroni Empitsu,ハッピーエンドへの期待は,mother,36,215562,False,0.457,0.814,7,-4.431,1,0.0528,0.053,0.0,0.341,0.514,158.077,4,anime,anime anime mother by macaroni empitsu
5734,1VTbAigVCXECu2FlAFRpYP,Rustage;Aizen,City Lights (Tengen Uzui Rap),City Lights (Tengen Uzui Rap),44,179200,True,0.747,0.892,6,-3.963,0,0.243,0.346,2.01e-06,0.0781,0.57,149.905,4,anime,anime anime city lights (tengen uzui rap) by rustage;aizen
5735,6gGpF8V8miC4O0GZUqSZ9a,ENHYPEN,BORDER : CARNIVAL,Intro : The Invitation,52,130882,False,0.283,0.806,9,-6.017,0,0.0555,0.00442,0.243,0.283,0.261,67.651,4,anime,anime anime intro : the invitation by enhypen
5736,6O4bcP0E4z0nq5WxLN8ski,UNISON SQUARE GARDEN,Populus Populus,場違いハミングバード,36,288933,False,0.523,0.934,2,-2.362,0,0.104,0.0238,0.0,0.207,0.726,145.947,4,anime,anime anime 場違いハミングバード by unison square garden
5737,7AlSUZpdxkzvHJBut5rzjn,Divide Music,Never Enough,Never Enough,52,227428,False,0.513,0.696,7,-6.533,0,0.0336,0.132,3.65e-05,0.117,0.0883,104.952,4,anime,anime anime never enough by divide music
5738,2T7E6Gl6XxB8UnuqrufqYT,ENHYPEN,BORDER : 儚い,Given-Taken - Japanese Ver.,52,184600,False,0.581,0.68,8,-5.076,0,0.0357,0.11,0.0,0.177,0.438,107.986,4,anime,anime anime given-taken - japanese ver. by enhypen
5739,2Zj30DnM86JYR91PAlHyRW,BigRicePiano,Memories in the Rain,First Rain in Spring,47,176982,False,0.407,0.0605,11,-24.98,0,0.0361,0.978,0.719,0.279,0.328,56.605,3,anime,anime anime first rain in spring by bigricepiano
5740,683p6Ov3orc4ICLOKi1Yn6,UVERworld,THE ONE,Don’t Think.Feel,36,226173,False,0.549,0.947,4,-3.598,0,0.152,0.000337,0.0,0.252,0.592,97.484,4,anime,anime anime don’t think.feel by uverworld
5741,42YuoHMp2HNaqhkJQF5moV,Keyblade,A Fuego Lento,A Fuego Lento,34,208965,False,0.747,0.788,7,-6.912,1,0.201,0.42,0.0,0.111,0.418,81.023,4,anime,anime anime a fuego lento by keyblade
5742,60a0z9XRCwk70L9gnxf4fV,梶浦 由記,ソードアート・オンライン ミュージックコレクション,swordland,51,197946,False,0.0835,0.761,1,-8.889,1,0.0604,0.0417,0.258,0.236,0.162,85.175,5,anime,anime anime swordland by 梶浦 由記
5743,5XJh3VbvvnGYrkubcQwzys,Hachioji P;Giga;Hatsune Miku;Kagamine Rin,GRAPHIX,Gimme×Gimme feat. 初音ミク・鏡音リン,57,220930,False,0.708,0.846,1,-5.443,1,0.244,0.0251,0.0104,0.0343,0.835,105.058,4,anime,anime anime gimme×gimme feat. 初音ミク・鏡音リン by hachioji p;giga;hatsune miku;kagamine rin
5744,7ds0MBuaP47Ao1ZeG5q24w,Mrs. GREEN APPLE,Progressive,WaLL FloWeR,35,243400,False,0.397,0.86,6,-2.398,0,0.0855,8.33e-05,6.39e-05,0.0253,0.578,168.057,4,anime,anime anime wall flower by mrs. green apple
5745,2ZkVZXxtvykazsebpgTUtG,Mrs. GREEN APPLE,Mrs. GREEN APPLE,うブ,35,255893,False,0.457,0.893,6,-1.926,1,0.0567,5.01e-05,0.000195,0.336,0.614,155.062,4,anime,anime anime うブ by mrs. green apple
5746,2gGTOer3IA9l3X5uxtNhVK,Adrian Barba,"Brave Heart (From ""Digimon Adventure"")","Brave Heart (From ""Digimon Adventure"")",34,254188,False,0.583,0.8,0,-6.208,1,0.0337,0.0121,0.0,0.367,0.457,142.015,4,anime,"anime anime brave heart (from ""digimon adventure"") by adrian barba"
5747,2dmps98bvDnwWTw8bMwclD,Adrian Barba;omar1up,Lo Mejor De Dragon Ball Super,"Ángeles y Demonios (From ""Dragon Ball Super"")",34,284368,False,0.489,0.737,0,-3.411,1,0.0395,0.338,0.0,0.124,0.732,157.902,4,anime,"anime anime ángeles y demonios (from ""dragon ball super"") by adrian barba;omar1up"
5748,5IhAZmgprQOF7yeEe0faOE,Amatsuki,CHUNITHM NEW ORIGINAL SOUND TRACK,Time Capsule,2,161337,False,0.473,0.724,4,-10.021,1,0.0771,0.0553,0.0,0.423,0.635,185.135,4,anime,anime anime time capsule by amatsuki
5749,2CEhANtMKRkjk2Sv5fmCX7,Adlomusic,Jack El Destripador vs. Hercules,Jack El Destripador vs. Hercules,35,329333,True,0.717,0.825,8,-5.07,1,0.254,0.399,0.0,0.865,0.66,89.984,4,anime,anime anime jack el destripador vs. hercules by adlomusic
5750,0XzAVY9QyGtmLWL5uGxHpT,Yutaka Yamada,TVアニメ『東京喰種』ORIGINAL SOUNDTRACK,Alone,45,269880,False,0.661,0.378,10,-10.46,1,0.0269,0.411,0.000371,0.111,0.146,87.508,4,anime,anime anime alone by yutaka yamada
5751,0QI75NHBAVISJRrlsujmP7,Yasuharu Takanashi,NARUTO-ナルト- 疾風伝 オリジナル・サウンドトラック,薄暮,44,100506,False,0.15,0.194,4,-15.769,0,0.0381,0.932,0.0185,0.162,0.113,93.858,4,anime,anime anime 薄暮 by yasuharu takanashi
5752,4BKetvTh5lMcIDlv9tYQgW,Shiro Sagisu,TV Animation BLEACH Original Soundtrack 1,Number One (vocal ver.),52,296066,False,0.669,0.63,11,-4.881,0,0.0416,0.000311,5.36e-06,0.0554,0.661,138.008,4,anime,anime anime number one (vocal ver.) by shiro sagisu
5753,3scQcXcg9nOfWVQDQTeDXF,ReoNa,シャル・ウィ・ダンス?,シャル・ウィ・ダンス?,57,266906,False,0.61,0.827,5,-5.099,0,0.0482,0.0509,0.0,0.053,0.68,116.98,4,anime,anime anime シャル・ウィ・ダンス? by reona
5754,50qmrfxhSENeZtOHmDK1xu,kurochuu.,youseebiggirl but it's lofi (attack on titan),youseebiggirl but it's lofi (attack on titan),43,154547,False,0.587,0.489,9,-21.12,0,0.0425,0.672,0.959,0.41,0.212,77.997,4,anime,anime anime youseebiggirl but it's lofi (attack on titan) by kurochuu.
5755,6ZWnHUhoN6k68kTwUV24R6,Yasuharu Takanashi;Rayden,"Akatsuki (From ""Naruto Shippuden"")","Akatsuki (From ""Naruto Shippuden"")",42,172562,False,0.603,0.834,10,-5.834,0,0.0954,0.00336,0.801,0.211,0.352,80.019,4,anime,"anime anime akatsuki (from ""naruto shippuden"") by yasuharu takanashi;rayden"
5756,2gVEP5chQzs7pHEemZpMBO,SPYAIR,4,アイム・ア・ビリーバー,53,217546,False,0.374,0.972,0,-2.306,0,0.105,7.92e-05,0.0,0.0706,0.627,194.091,4,anime,anime anime アイム・ア・ビリーバー by spyair
5757,6Vs70VrnqYWogia4mjq9z6,Hiroyuki Sawano,「バブル」オリジナル・サウンドトラック (Extra Track ver.),PARKOUR,49,236428,False,0.633,0.946,0,-3.737,1,0.0313,0.0123,0.0384,0.352,0.586,126.036,4,anime,anime anime parkour by hiroyuki sawano
5758,4Ybnlh6ZJPqK6Os6QbQL5H,Katsu Hoshi,Only Yesterday Original Soundtrack,Main Theme,56,109000,False,0.295,0.0622,0,-24.878,1,0.0393,0.936,0.89,0.0771,0.046,81.17,4,anime,anime anime main theme by katsu hoshi
5760,0DKoPvmt4l26Rl3LdXdoK2,Kensuke Ushio,"A Shape of Light ""A Silent Voice the Movie"" Original Soundtrack",lvs,44,125720,False,0.457,0.0359,2,-27.219,1,0.0437,0.995,0.921,0.106,0.187,104.993,3,anime,anime anime lvs by kensuke ushio
5761,1Cdz1ehTv3zCKqmGbPI2Vo,Yuki Hayashi,TVアニメ『僕のヒーローアカデミア』オリジナル・サウンドトラック,君はヒーローになれる,42,176053,False,0.235,0.403,0,-9.374,1,0.0296,0.86,0.848,0.096,0.169,91.969,4,anime,anime anime 君はヒーローになれる by yuki hayashi
5762,0UkRI9mEkLYbTqVodJhDn2,Feora,Samidare,Samidare,36,210966,False,0.495,0.295,2,-13.18,0,0.0296,0.0351,0.159,0.321,0.06,129.93,4,anime,anime anime samidare by feora
5763,1hoeIeIVXV9nDPWL21Nbjj,Kiro Akiyama,SKETCH,SKETCH,58,237680,False,0.614,0.752,0,-2.775,1,0.0499,0.15,0.0,0.354,0.718,93.976,4,anime,anime anime sketch by kiro akiyama
5764,7rdrEpwnH1KzCsbiBUxPYf,Yoshihisa Hirano,HUNTER×HUNTER セレクト×ベスト×α,Legend of the Martial Artist,46,74813,False,0.358,0.732,4,-9.539,0,0.0825,0.019,0.121,0.329,0.167,87.841,4,anime,anime anime legend of the martial artist by yoshihisa hirano
5765,2sHcAZQ1PxE5AqCzdrvQxu,Khantrast,Clear Skies,Clear Skies,52,181413,False,0.597,0.7,5,-9.284,0,0.0615,0.242,0.0,0.101,0.478,160.432,4,anime,anime anime clear skies by khantrast
5766,723iQZxU8MToulytMk7hkG,Kijugo,Kataware Doki but is it okay if it's lofi?,Kataware Doki but is it okay if it's lofi?,43,192000,False,0.847,0.146,0,-19.128,0,0.0674,0.838,0.929,0.211,0.205,119.986,4,anime,anime anime kataware doki but is it okay if it's lofi? by kijugo
5767,4ivra3rs51WBdEdlrnjwXb,Kupla,Kingdom in Blue,Roots,54,138947,False,0.812,0.404,9,-8.448,0,0.231,0.35,0.45,0.106,0.382,75.89,4,anime,anime anime roots by kupla
5768,4M1ibMy9qYIIyaZHfrxkBe,Rustage,King (Luffy Rap),King (Luffy Rap),37,141278,True,0.83,0.91,4,-5.294,0,0.352,0.54,0.0,0.109,0.585,110.078,4,anime,anime anime king (luffy rap) by rustage
5770,0LgClDJd2RF2s47hAVq38S,Samuel Kim,Moon Knight: Epic Collection,Moon Knight Theme,37,107419,False,0.416,0.588,4,-8.596,0,0.0351,0.316,0.886,0.846,0.23,61.97,4,anime,anime anime moon knight theme by samuel kim
5771,0kHWm2Z7j0mamnEkvGP4Af,Samuel Kim,"Running Up That Hill - Orchestral Version (from ""Stranger Things"")","Running Up That Hill - Orchestral Version (from ""Stranger Things"")",51,212317,False,0.201,0.391,11,-10.519,0,0.0346,0.64,0.965,0.102,0.0393,88.517,4,anime,"anime anime running up that hill - orchestral version (from ""stranger things"") by samuel kim"
5772,7qv5uwCfPLt18OcGQSHmi1,Kato,Naruto Vibes,Man of the World,42,106484,False,0.456,0.469,2,-7.838,0,0.0339,0.143,0.936,0.212,0.106,120.045,4,anime,anime anime man of the world by kato
5773,0XAivVlq04RdaO5FpIUcm3,Chewie Melodies,Genshin Impact Piano Cover Collection (Pt. 2),Mondstadt Nighttime,45,65762,False,0.448,0.0297,7,-31.359,1,0.0794,0.992,0.644,0.0768,0.28,128.861,1,anime,anime anime mondstadt nighttime by chewie melodies
5774,0KpHXEpQADwzWEAwupUsdK,Raimu,Meditative Flow,Sinking Fatigue,53,198093,False,0.514,0.126,9,-19.799,0,0.0559,0.885,0.953,0.113,0.0386,80.455,4,anime,anime anime sinking fatigue by raimu
5775,5Gt8rjnvnNc8LYLOICAntL,Samuel Kim,The Flash Theme (At the Speed of Force),The Flash Theme (At the Speed of Force),38,195187,False,0.243,0.64,0,-7.838,0,0.0407,0.38,0.934,0.125,0.158,159.946,4,anime,anime anime the flash theme (at the speed of force) by samuel kim
5776,1DqAeuDzc5uUQeAggxmZk5,Eve,Kaizin,Bouto,52,225178,False,0.547,0.774,11,-4.448,1,0.0487,0.013,0.0,0.115,0.705,129.414,4,anime,anime anime bouto by eve
5777,7DVqL5ImAVueUWAcoLGL1R,Ikimonogakari,帰りたくなったよ,帰りたくなったよ,34,366533,False,0.424,0.531,3,-5.402,1,0.0283,0.0475,1.32e-05,0.206,0.357,157.888,4,anime,anime anime 帰りたくなったよ by ikimonogakari
5778,1C9oENPxKhJlRy21acxJNq,Hiroyuki Sawano,Attack on Titan The Final Season Original Soundtrack,AOTF-s1,42,477480,False,0.231,0.67,4,-9.31,0,0.0536,0.00369,0.847,0.148,0.126,91.065,4,anime,anime anime aotf-s1 by hiroyuki sawano
5779,4PaZP3ZPHCl6IpFUSuY1Rn,Eve,Bunka,Nonsense Bungaku,54,203761,False,0.524,0.941,11,-1.498,0,0.0555,0.0105,0.0,0.0667,0.848,154.071,4,anime,anime anime nonsense bungaku by eve
5780,6fx2tRc1ez4qCPySzRRx1m,Hiroyuki Sawano,Attack On Titan The Final Season Original Soundtrack 02,YouSee-Power,40,257466,False,0.217,0.35,9,-10.26,0,0.0322,0.197,0.932,0.141,0.0942,61.992,4,anime,anime anime yousee-power by hiroyuki sawano
5781,3PLQj7TnKFV7IpKuxiNeTS,Rustage;Fabvl;None Like Joshua;Connor Quest!;Eddie Rath;iBringDaLULZ;Cdawgva;Zach Boucher;Shwabadi;Divide Music;GameboyJones;Shao Dow;DizzyEight;FrivolousShara;DiggzDaProphecy;Dreaded Yasuke;BassedOlaf;Daddyphatsnaps,Shonen Jump,Shonen Jump,45,439492,False,0.782,0.732,9,-4.749,0,0.317,0.454,0.0,0.105,0.786,80.018,4,anime,anime anime shonen jump by rustage;fabvl;none like joshua;connor quest!;eddie rath;ibringdalulz;cdawgva;zach boucher;shwabadi;divide music;gameboyjones;shao dow;dizzyeight;frivolousshara;diggzdaprophecy;dreaded yasuke;bassedolaf;daddyphatsnaps
5782,70CbcDczLupouV8PYWjk5Z,Otaku,Anime Lofi Vol. 1,Guren No Yumiya (Attack On Titan),53,96232,False,0.654,0.497,8,-15.684,0,0.117,0.302,0.932,0.0857,0.343,140.002,4,anime,anime anime guren no yumiya (attack on titan) by otaku
5783,2IHSMPRArRTCsrFETbb4Ve,Otaku,Ghibli Lofi,The Path of the wind,55,102416,False,0.753,0.383,8,-13.1,1,0.0576,0.715,0.952,0.109,0.327,74.988,4,anime,anime anime the path of the wind by otaku
5784,7CV666yGB31LlOBiGMCkxS,Rustage;Burefu,Overlord,Overlord,45,175121,True,0.735,0.875,10,-3.84,0,0.349,0.51,0.0,0.081,0.578,79.94,4,anime,anime anime overlord by rustage;burefu
5785,0fsb37XCuEDiF1oPNq4arG,Evan Call,VIOLET EVERGARDEN: Automemories,Theme of Violet Evergarden,48,137160,False,0.174,0.28,5,-17.965,1,0.0425,0.737,0.535,0.184,0.113,84.597,4,anime,anime anime theme of violet evergarden by evan call
5786,5kKSQULHCPFE7CKMPrkAtP,Aimer,Penny Rain,I beg you,53,267213,False,0.456,0.893,5,-2.825,0,0.0813,0.00321,0.0,0.121,0.478,127.884,4,anime,anime anime i beg you by aimer
5787,1yUV3xzgaFWG2Koe9Sfcwd,BURNOUT SYNDROMES,Good Morning [New] World!,Good Morning [New] World!,51,258613,False,0.39,0.916,0,-2.859,1,0.0579,0.0229,0.0,0.197,0.483,92.118,4,anime,anime anime good morning [new] world! by burnout syndromes
5788,128O9eMy6nf4K40g7dALBb,Rustage,Gol D Roger,Gol D Roger,44,175285,True,0.831,0.877,1,-4.59,1,0.346,0.364,0.0,0.102,0.813,140.088,4,anime,anime anime gol d roger by rustage
5789,6qX3zkcaTiA3ZYfrLJGXVL,Macaroni Empitsu,ハッピーエンドへの期待は,ワルツのレター,35,226216,False,0.655,0.734,3,-7.488,0,0.0342,0.0818,2.12e-06,0.105,0.69,108.001,4,anime,anime anime ワルツのレター by macaroni empitsu
5790,60NNjFuigXAbCPftSfM1NW,BiSH,GOiNG TO DESTRUCTiON,BROKEN,35,267547,False,0.385,0.925,0,-5.48,1,0.0762,1.03e-05,0.253,0.155,0.435,174.125,4,anime,anime anime broken by bish
5791,1OAp6qN5KmoGUQ2edICKsC,DECO*27,GHOST,Ghost Rule,61,210000,False,0.564,0.894,2,-4.596,1,0.0601,0.0279,0.0,0.281,0.472,104.955,4,anime,anime anime ghost rule by deco*27
5792,7gAEbjSCRgZhE1YjiO5ZPV,神崎エルザ;ReoNa,Prologue,ALONE,34,301253,False,0.558,0.847,4,-3.939,1,0.0515,0.0538,0.0,0.252,0.458,98.031,4,anime,anime anime alone by 神崎エルザ;reona
5793,7mGD2p1TAGLr2fvlKYC2gN,Bruce Faulconer,The Best of DragonBall Z - Volume I,Vegeta - Super Saiyan,45,57853,False,0.305,0.893,5,-9.621,0,0.048,0.000746,0.914,0.366,0.173,120.226,4,anime,anime anime vegeta - super saiyan by bruce faulconer
5794,6RlQyzPR0aSg0OV3BOK0Iv,Adrian Barba,Somos un Solo Ser,Por Siempre Soñando,34,212640,False,0.435,0.872,1,-2.88,1,0.0531,0.753,0.0,0.144,0.636,146.013,4,anime,anime anime por siempre soñando by adrian barba
5795,6ggnapftW7usRNzONIvips,Nattalia Sarria,Anime Music Collection,"Tengo la Fe (From ""Digimon"")",34,96995,False,0.644,0.738,6,-7.635,0,0.0331,0.691,0.0,0.136,0.83,133.982,4,anime,"anime anime tengo la fe (from ""digimon"") by nattalia sarria"
5796,7p0g3EkZiRhs8KxV0yWWnY,Meychan,TOKYO - HALLOWEEN -,Obsolete,0,174373,True,0.645,0.933,1,-3.588,1,0.0705,0.00675,1.27e-06,0.32,0.761,127.993,4,anime,anime anime obsolete by meychan
5797,00MVmhRLK69vu0qCcgsM60,Doblecero,Rap de Jack el Destripador,Rap de Jack el Destripador,34,244298,False,0.823,0.795,3,-4.337,0,0.29,0.381,0.0,0.121,0.481,150.058,4,anime,anime anime rap de jack el destripador by doblecero
5798,4ngcHDqUczJIyFkhnbClqE,Tricker,"Traitor's Requiem (From ""JoJo's Bizarre Adventure: Golden Wind"") [Spanish Version]","Traitor's Requiem (From ""JoJo's Bizarre Adventure: Golden Wind"") - Spanish Version",34,217005,False,0.324,0.909,1,-6.1,0,0.166,0.00963,0.0,0.0917,0.367,168.113,4,anime,"anime anime traitor's requiem (from ""jojo's bizarre adventure: golden wind"") - spanish version by tricker"
5799,3RlySx1cM6J90ObivGvzFg,Danie Green,Zankyou Sanka,Zankyou Sanka,34,185942,False,0.465,0.968,11,-2.129,1,0.0949,0.0293,0.0,0.0535,0.701,170.953,4,anime,anime anime zankyou sanka by danie green
5803,2rIvJfWcBBQVRQn3VVWw9F,Vxnity,Baki,Baki,34,84532,True,0.721,0.738,0,-9.998,1,0.178,0.0305,0.185,0.0994,0.596,82.473,4,anime,anime anime baki by vxnity
5804,4RN2wwg7BaUA3A40s1F9Gs,Yuki Hayashi;Asami Tachibana,TVアニメ「ハイキュー!!」 オリジナルサウンドトラック,ハイキュー!!,42,234360,False,0.567,0.585,0,-10.229,1,0.0272,0.019,0.872,0.0679,0.371,134.981,4,anime,anime anime ハイキュー!! by yuki hayashi;asami tachibana
5805,08hlaHY7ssHzr2MvBKyKvt,Theishter,Watashi No Uso (Your Lie in April Original Soundtrack),Watashi No Uso (Your Lie in April Original Soundtrack),48,240071,False,0.349,0.0154,0,-26.107,1,0.0632,0.991,0.875,0.092,0.102,73.862,4,anime,anime anime watashi no uso (your lie in april original soundtrack) by theishter
5806,3okYYZTWf6Z2MLxwdDkwVw,Yuu Miyashita;NILFRUITS,Wozwald,Wozwald,53,292761,False,0.726,0.74,11,-7.133,0,0.144,0.0617,0.0192,0.351,0.914,138.979,4,anime,anime anime wozwald by yuu miyashita;nilfruits
5807,2xL6YS9TucCVbIpLXawfFC,Eve,Smile,Yamiyo,47,230635,False,0.504,0.628,11,-4.333,0,0.0347,0.159,0.0,0.111,0.257,159.978,4,anime,anime anime yamiyo by eve
5808,3YblgwBrb747gUzuh2CgYF,KANA-BOON,Torch of Liberty,Torch of Liberty,54,185166,False,0.447,0.934,5,-1.998,1,0.066,0.00422,0.0,0.337,0.356,94.983,4,anime,anime anime torch of liberty by kana-boon
5809,6sAiL6OJWlehiYXwLjVN2R,Khantrast;Musicality,Tsukuyomi,Tsukuyomi,46,106075,True,0.654,0.754,5,-8.915,0,0.292,0.196,0.0,0.098,0.476,143.15,1,anime,anime anime tsukuyomi by khantrast;musicality
5810,3te3fXG8cXgAMZdbe6L0Fv,Kijugo,Cry Baby but is it okay if it's lofi?,Cry Baby but is it okay if it's lofi?,42,124500,False,0.715,0.22,10,-16.329,0,0.0553,0.909,0.902,0.233,0.477,80.02,4,anime,anime anime cry baby but is it okay if it's lofi? by kijugo
5811,4Kw21nj46vjq6tWWmDMz4d,Beau.,Akatsuki,Akatsuki,43,128104,True,0.823,0.663,7,-8.267,1,0.254,0.557,0.0,0.182,0.49,120.215,4,anime,anime anime akatsuki by beau.
5812,4VwZ9jqqM8rl5SqjdxHVka,Khantrast,You Got Jokes,You Got Jokes,55,145379,True,0.754,0.677,10,-9.005,0,0.224,0.119,0.0,0.261,0.756,101.91,4,anime,anime anime you got jokes by khantrast
5813,6oh6pyBUaJWZbhQKsq0iAm,Hiroyuki Sawano,"TV Anime ""Attack on Titan"" Original Soundtrack",Bauklotze,48,236253,False,0.545,0.705,11,-5.51,0,0.0525,0.076,0.0024,0.445,0.226,89.939,4,anime,anime anime bauklotze by hiroyuki sawano
5815,5BbCTsFpRotDXwfdvnw6DI,藤川千愛,ライカ (Special Edition),きみの名前,49,301000,False,0.613,0.563,6,-3.621,1,0.0257,0.26,0.0,0.124,0.281,81.072,4,anime,anime anime きみの名前 by 藤川千愛
5816,6P4rZKI2rllSvZWAx3uiVo,Shiki-TMNS;Kodama Boy;Big Gay,Baddest Bitch,Baddest Bitch,49,180773,True,0.665,0.632,5,-8.961,0,0.358,0.41,0.0,0.122,0.467,150.265,4,anime,anime anime baddest bitch by shiki-tmns;kodama boy;big gay
5818,6IguK9VYQQSw7XeomG6QEc,Kijugo,Kyouran Hey Kids but is it okay if it's lofi?,Kyouran Hey Kids but is it okay if it's lofi?,45,102616,False,0.803,0.58,10,-13.157,0,0.108,0.559,0.888,0.0709,0.79,125.017,4,anime,anime anime kyouran hey kids but is it okay if it's lofi? by kijugo
5820,2rizK3oastlZwyoYwrcLgC,Aimer,Walpurgis,春はゆく,52,305386,False,0.397,0.427,5,-6.954,0,0.0271,0.186,0.0,0.0976,0.227,80.035,4,anime,anime anime 春はゆく by aimer
5821,2MnzcFPMLMo8lgOt5xSS8x,Takatsugu Muramatsu,When Marnie Was There Soundtrack Music Collection,The Girl in the Blue Window,53,57226,False,0.246,0.103,2,-24.539,1,0.0387,0.895,0.903,0.121,0.165,85.744,3,anime,anime anime the girl in the blue window by takatsugu muramatsu
5822,569CIAcWLW3UzwrmGuZx8l,Kijugo,Polaris but is it okay if it's lofi?,Polaris but is it okay if it's lofi?,44,119586,False,0.867,0.272,11,-13.916,0,0.275,0.228,0.919,0.157,0.557,145.039,4,anime,anime anime polaris but is it okay if it's lofi? by kijugo
5823,6DCOPYnwHSpJ0GCKaXdjn5,ReoNa,forget-me-not,forget-me-not,53,266560,False,0.452,0.918,5,-3.865,1,0.104,0.0044,1.14e-06,0.307,0.509,148.032,4,anime,anime anime forget-me-not by reona
5824,0o7ArBihcyH8nv4Bhfb2uM,kobasolo;kopi,Clumsy,Haru ni yuraredo kimi omou,49,253480,False,0.612,0.939,1,-2.427,1,0.0689,0.0142,8.59e-05,0.118,0.694,149.007,4,anime,anime anime haru ni yuraredo kimi omou by kobasolo;kopi
5825,3ixFouonAtRdwg4FiVN9z9,jon-YAKITORY;Ado,AntiSystem's,AntiSystem's,55,211683,False,0.533,0.959,1,-3.933,1,0.159,0.0125,0.0,0.321,0.593,94.956,4,anime,anime anime antisystem's by jon-yakitory;ado
5826,4v1EzxLxaKMBC3vwkegyIx,Kainbeats;softy,Finding Beauty,Cloudy Springs,55,145429,False,0.574,0.0863,9,-23.725,1,0.0387,0.952,0.919,0.0852,0.193,136.11,4,anime,anime anime cloudy springs by kainbeats;softy
5827,5SHguvOUbyPTINNjCvRo8K,Mrs. GREEN APPLE,"Love me, Love you",春愁,65,183800,False,0.724,0.444,10,-4.903,1,0.0412,0.0121,0.0,0.123,0.739,129.962,4,anime,anime anime 春愁 by mrs. green apple
5828,4lHhlaay5sKaj3rcAHuwxb,sweet ARMS,選んでデート・ア・ライブ 〜DATE A LIVE BEST SELECTION〜,デート・ア・ライブ,48,280000,False,0.33,0.927,10,-2.217,1,0.0578,0.0956,1.56e-06,0.331,0.486,88.832,4,anime,anime anime デート・ア・ライブ by sweet arms
5829,05XoZNL3OMdegGO0SnrHWD,Sakurakou K-ON Bu,"Fuwa Fuwa Time (From ""K-On!"")",Fuwa Fuwa Time,50,239000,False,0.366,0.982,4,-3.439,1,0.0893,0.0263,0.00147,0.144,0.42,180.171,4,anime,anime anime fuwa fuwa time by sakurakou k-on bu
5830,13OOHdblP3IpX24DmidYeQ,LoFoxy;Sakura,Lofi Anime Beats,"Uso (From ""Fullmetal Alchemist: Brotherhood"")",42,115142,False,0.764,0.122,11,-20.667,0,0.0416,0.965,0.918,0.0981,0.159,140.065,4,anime,"anime anime uso (from ""fullmetal alchemist: brotherhood"") by lofoxy;sakura"
5831,76cUb9qc2hTwV5MV5xpvnK,Satoshi Takebe,From Up On Poppy Hill Soundtrack,Reminiscence,53,122600,False,0.448,0.0743,5,-22.274,1,0.112,0.992,0.818,0.0921,0.204,76.798,4,anime,anime anime reminiscence by satoshi takebe
5832,39TMgQ5mAFp40OJQP1x6vg,Samuel Kim,Dreamworks Epic Collection,Kai's Theme & Agni Kai,45,146870,False,0.301,0.75,0,-7.337,1,0.0663,0.0655,0.734,0.0935,0.328,138.373,4,anime,anime anime kai's theme & agni kai by samuel kim
5833,21YiaS85ngOoYT773cMFlW,Yugo Kanno,JOJO'S BIZARRE ADVENTURE -Diamond is unbreakable O.S.T Vol.2 -Good Night Morioh Cho- Music by Yugo Kanno,Killer,51,183906,False,0.558,0.0578,8,-19.907,1,0.0337,0.921,0.961,0.0954,0.0575,80.021,4,anime,anime anime killer by yugo kanno
5834,6ZClqpO7xwaNmidrmyLV5S,Rustage;McGwire,Eyes On Me (Eren Jaeger Rap),Eyes On Me (Eren Jaeger Rap),43,225276,False,0.636,0.81,8,-4.499,1,0.442,0.262,0.0,0.281,0.297,162.977,4,anime,anime anime eyes on me (eren jaeger rap) by rustage;mcgwire
5835,7AInQo43ViMmcpWRfKcqsH,Kato,Anime & Chill 2,Pokémon Theme,45,99077,False,0.658,0.489,7,-13.587,0,0.0302,0.403,0.893,0.139,0.48,130.048,4,anime,anime anime pokémon theme by kato
5836,1ovr8NrhUZWz64ZM1bfbzG,Otaku,Anime Lofi Vol. 2,Sign (Naruto Shippuden),51,117203,False,0.604,0.203,0,-16.073,0,0.0439,0.502,0.837,0.135,0.454,79.998,4,anime,anime anime sign (naruto shippuden) by otaku
5837,6jqvbCajA0NIkVADIFnNrT,Daddyphatsnaps,Cyber Psycho (Cyberpunk Edgerunners),Cyber Psycho (Cyberpunk Edgerunners),51,182024,False,0.621,0.617,11,-10.234,1,0.374,0.0336,5.67e-06,0.116,0.514,87.404,4,anime,anime anime cyber psycho (cyberpunk edgerunners) by daddyphatsnaps
